Batch,Origin Country,Origin State,Origin City,Origin Postal,Destination Country,Destination Postal,Linehaul
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,54011,$271
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,54002,$277
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53939,$886
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53913,$806
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53541,$987
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53182,"$1,093"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53144,"$1,119"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,53058,"$1,005"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,52658,"$1,117"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,52651,"$1,127"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,52362,$934
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,52359,$985
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,52163,$631
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,51029,$816
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50671,$762
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50670,$736
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50602,$706
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50532,$744
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50324,$850
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50222,$929
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50216,$929
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,50134,$786
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49942,"$1,156"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49908,"$1,101"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49901,"$1,157"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49873,"$1,125"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49338,"$1,701"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49251,"$1,622"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49202,"$1,603"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49127,"$1,390"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,49014,"$1,531"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48848,"$1,660"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48813,"$1,587"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48667,"$1,745"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48651,"$1,605"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48312,"$1,754"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48157,"$1,694"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48137,"$1,647"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48096,"$1,793"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48088,"$1,753"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,48085,"$1,754"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47975,"$1,419"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47952,"$1,527"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47715,"$1,778"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47613,"$1,753"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47465,"$1,658"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47443,"$1,664"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47325,"$1,678"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47324,"$1,691"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47272,"$1,634"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,47147,"$1,728"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46986,"$1,545"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46941,"$1,522"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46809,"$1,533"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46797,"$1,560"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46760,"$1,479"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46742,"$1,535"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46730,"$1,513"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,46532,"$1,368"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45836,"$1,683"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45684,"$1,900"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45679,"$1,859"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45344,"$1,763"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45332,"$1,695"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45249,"$1,772"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45229,"$1,758"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45069,"$1,764"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45064,"$1,729"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,45039,"$1,783"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,44632,"$1,915"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,44509,"$1,938"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,44417,"$1,936"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43948,"$1,981"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43783,"$1,940"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43617,"$1,655"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43555,"$1,613"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43543,"$1,568"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43460,"$1,670"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43319,"$1,719"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43240,"$1,787"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43144,"$1,971"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,43105,"$1,905"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,42728,"$1,931"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,42722,"$1,885"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,42712,"$1,868"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,42518,"$1,982"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,42261,"$1,907"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,41519,"$2,124"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,41254,"$2,076"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,41166,"$1,932"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,41149,"$2,035"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,41043,"$1,815"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40484,"$1,915"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40464,"$1,902"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40440,"$1,908"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40356,"$1,899"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40347,"$1,860"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40019,"$1,810"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,40011,"$1,758"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,39530,"$2,491"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38949,"$2,076"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38929,"$2,095"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38849,"$2,037"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38736,"$2,102"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38644,"$2,013"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38639,"$2,051"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38619,"$1,992"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38611,"$1,968"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38601,"$2,025"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38487,"$2,129"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38376,"$1,977"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38368,"$1,949"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38357,"$1,973"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38131,"$1,930"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,38125,"$1,952"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,37724,"$2,100"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,37140,"$2,030"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,37138,"$2,051"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,37018,"$2,123"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36849,"$2,503"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36786,"$2,369"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36587,"$2,485"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36509,"$2,546"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36301,"$2,633"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36272,"$2,371"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36250,"$2,411"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,36039,"$2,523"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,35905,"$2,367"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,35648,"$2,214"
